"id";"music";"countplay";"followers";"streams";"popularity";"dance";"energy";"loudness";"speechiness";"acousticness";"liveness";"time";"durationms";"valence"
"432";"Fifteen (Taylor’s Version)";1;42227614;7852063;66;0.559;0.646;-4.61;0.0272;0.116;0.32;95.466;294419;0.289
"433";"The Way I Loved You (Taylor’s Version)";1;42227614;7736262;72;0.402;0.732;-4.665;0.0484;0.0033;0.108;161.032;243137;0.472
"434";"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)";3;42227614;7712896;65;0.589;0.496;-7.606;0.0377;0.818;0.101;142.731;220839;0.44
"435";"Hey Stephen (Taylor’s Version)";1;42227614;7385864;66;0.788;0.571;-6.135;0.0296;0.106;0.0934;115.99;254255;0.797
"436";"White Horse (Taylor’s Version)";1;42227614;7039222;65;0.423;0.517;-7.377;0.0486;0.369;0.177;185.262;234516;0.366
"437";"Forever & Always (Taylor’s Version)";1;42227614;6566059;66;0.598;0.821;-4.433;0.0447;0.0231;0.143;128.03;225328;0.673
"438";"Breathe (feat. Colbie Caillat) (Taylor’s Version)";1;42227614;6508683;64;0.506;0.626;-6.066;0.0287;0.156;0.228;148.035;263377;0.321
"439";"Ruff Ryders' Anthem";1;2815928;5988511;72;0.88;0.577;-8.093;0.302;0.0564;0.201;90.991;214440;0.74
"440";"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)";1;42227614;5889939;67;0.588;0.608;-7.062;0.0365;0.225;0.092;90.201;189496;0.508
"441";"Tell Me Why (Taylor’s Version)";1;42227614;5885151;63;0.578;0.909;-3.669;0.0628;0.0222;0.333;100.023;200576;0.541
"442";"You’re Not Sorry (Taylor’s Version)";1;42227614;5860405;64;0.506;0.444;-4.99;0.0285;0.0538;0.123;133.873;261843;0.241
"443";"Chica Ideal";25;1250353;5217052;0;0.574;0.891;-3.665;0.157;0.0847;0.16;100.978;183240;0.707
"444";"Relación - Remix";32;8758283;5206614;80;0.793;0.771;-3.417;0.0959;0.0337;0.284;171.943;247308;0.835
"445";"Don’t You (Taylor’s Version) (From The Vault)";1;42227614;5197564;65;0.563;0.473;-11.548;0.0503;0.514;0.109;101.934;208609;0.405
"446";"We Were Happy (Taylor’s Version) (From The Vault)";1;42227614;5189423;64;0.609;0.373;-8.819;0.0263;0.849;0.0779;106.007;244237;0.13
"447";"WACHA";2;3198705;5172999;75;0.737;0.634;-4.25;0.0424;0.345;0.111;94.927;206360;0.528
"448";"Dancing With The Devil";1;20338833;5836326;66;0.413;0.64;-5.811;0.0427;0.273;0.11;75.245;243992;0.149
"449";"Gone";4;1099480;5427638;71;0.647;0.377;-6.003;0.0375;0.594;0.0768;79.936;207164;0.653
"450";"What Other People Say";3;122746;5413003;77;0.652;0.472;-8.084;0.0399;0.158;0.121;126.904;194890;0.24
"451";"Hello (feat. A Boogie Wit da Hoodie)";31;6852509;5323062;82;0.905;0.647;-5.065;0.107;0.0187;0.282;130.97;190534;0.367
"452";"Hasta Abajo";12;4026643;5269163;77;0.714;0.671;-5.119;0.362;0.289;0.325;169.732;229827;0.641
"453";"Take You Dancing";37;9778632;5176493;82;0.789;0.711;-4.248;0.041;0.0332;0.0876;112.985;190306;0.753
"454";"Unstable (feat. The Kid LAROI)";3;48544923;5137645;74;0.495;0.333;-10.109;0.0288;0.737;0.112;99.757;158324;0.37
"455";"Stuck with U (with Justin Bieber)";48;67208170;5094660;84;0.597;0.45;-6.658;0.0418;0.223;0.382;178.765;228482;0.537
"456";"Hayloft";15;2110870;5086382;81;0.527;0.922;-2.666;0.0728;0.00475;0.422;95.975;181680;0.49
"457";"Esquema Preferido (feat. Tarcísio do Acordeon)";1;342930;5078174;73;0.676;0.823;-4.386;0.102;0.242;0.0773;160.013;190680;0.907
"458";"Además de Mí - Remix";5;301217;5060336;78;0.397;0.613;-5.077;0.0549;0.0396;0.192;78.4;330040;0.405
"459";"Payphone";3;32279979;5052717;74;0.739;0.756;-4.828;0.0394;0.0136;0.37;110.028;231387;0.523
"460";"Ghost";3;48544923;5013450;71;0.601;0.741;-5.569;0.0478;0.185;0.415;153.96;153190;0.441
"461";"Off My Face";3;48544923;5004111;75;0.509;0.228;-8.68;0.0332;0.92;0.104;90.674;156468;0.586
"462";"Whats Poppin (feat. DaBaby. Tory Lanez & Lil Wayne) [Remix] - Bonus Track";13;1053324;4972518;73;0.904;0.723;-5.224;0.26;0.0631;0.185;145.013;227478;0.835
"463";"Take on Me";3;1560784;4969662;84;0.573;0.902;-7.638;0.054;0.018;0.0928;84.412;225280;0.876
"464";"BEBÉ";18;10580764;4967348;78;0.862;0.72;-4.048;0.0379;0.487;0.0604;129.972;198707;0.965
"465";"Richer (feat. Polo G)";1;NA;6292362;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"466";"Tu Veneno";2;29067437;6007541;76;0.664;0.659;-4.232;0.0873;0.0625;0.0874;175.826;157320;0.797
"467";"Deserve You";2;48544923;5837372;69;0.677;0.633;-7.831;0.0771;0.0314;0.112;89.934;187239;0.409
"468";"2 Much";2;48544923;5794583;70;0.583;0.444;-8.601;0.0456;0.593;0.353;119.59;152796;0.167
"469";"Tusa";66;17792779;5510113;80;0.803;0.715;-3.28;0.298;0.295;0.0574;101.085;200960;0.574
"470";"Una Locura";29;29238936;5466954;81;0.714;0.761;-4.596;0.0427;0.139;0.241;168.022;230693;0.906
"471";"Loved By You (feat. Burna Boy)";2;48544923;5419040;69;0.79;0.724;-6.972;0.0852;0.0696;0.113;101.04;159250;0.642
"472";"Girls Like Us";1;203555;5410730;78;0.444;0.648;-4.955;0.0476;0.288;0.059;125.706;189000;0.171
"473";"Lemon Pepper Freestyle (feat. Rick Ross)";4;56327031;5365747;76;0.77;0.637;-5.53;0.345;0.103;0.171;94.966;383037;0.431
"474";"Esquema Preferido";9;342930;5356696;73;0.676;0.823;-4.386;0.102;0.242;0.0773;160.013;190680;0.907
"475";"Love Not War (The Tampa Beat)";14;9778632;5326719;79;0.738;0.85;-3.049;0.0642;0.105;0.23;98.013;192921;0.865
"476";"Die For You (feat. Dominic Fike)";2;48544923;5323412;67;0.728;0.629;-6.629;0.0318;0.00196;0.0847;135.031;198426;0.71
"477";"Starboy";12;35340069;5302285;83;0.679;0.587;-7.015;0.276;0.141;0.137;186.003;230453;0.486
"478";"La Tóxica";29;10510156;5255393;78;0.659;0.701;-4.107;0.164;0.0882;0.0866;91.97;180520;0.623
"479";"Coração Na Cama - Ao Vivo";3;435936;5211351;77;0.764;0.794;-4.096;0.0589;0.663;0.34;110.013;173227;0.721
"480";"Love You Different (feat. BEAM)";1;48544923;10024729;66;0.759;0.584;-6.655;0.06;0.0652;0.16;127.138;186696;0.374
"481";"Somebody";1;48544923;8912458;67;0.714;0.833;-5.239;0.0259;0.00249;0.298;129.964;220920;0.663
"482";"White Dress";1;13697048;5796978;65;0.493;0.263;-12.805;0.0351;0.926;0.0879;122.792;333710;0.158
"483";"Polvo";18;14831925;5528508;76;0.763;0.621;-6.169;0.066;0.0105;0.106;82.042;211130;0.582
"484";"Chemtrails Over The Country Club";2;13697048;5418816;73;0.334;0.276;-13.125;0.0643;0.877;0.113;201.025;271177;0.429
"485";"Parce (feat. Justin Quiles)";31;26769304;5312876;78;0.691;0.739;-3.09;0.229;0.422;0.11;83.897;248345;0.884
"486";"Ropa Cara";9;10580764;5249427;73;0.813;0.526;-4.787;0.125;0.105;0.11;170.002;163320;0.608
"487";"Vida de Rico";26;10580764;5189822;79;0.824;0.457;-5.428;0.0543;0.167;0.041;87.977;187427;0.95
"488";"Devil Eyes";3;713486;5098581;80;0.391;0.396;-8.621;0.189;0.702;0.315;99.112;131272;0.199
"489";"Ponte Pa' Mi";13;2897862;5082870;76;0.878;0.713;-4.566;0.0948;0.0581;0.0822;92.028;202373;0.615
"490";"Dámelo To’ (feat. Myke Towers)";1;28931149;6426522;64;0.787;0.641;-7.376;0.315;0.101;0.07;182.003;184134;0.437
"491";"Patience (feat. YUNGBLUD & Polo G)";1;2010879;6155698;71;0.616;0.741;-4.272;0.0426;0.00251;0.307;122.012;181720;0.431
"492";"Selfish Love (with Selena Gomez)";2;7408249;6020785;74;0.723;0.646;-7.973;0.102;0.0206;0.0994;110.971;168649;0.443
"493";"Snowman";14;20528724;5454807;77;0.716;0.512;-6.257;0.0331;0.483;0.0928;104.957;165907;0.326
"494";"DAYWALKER! (feat. CORPSE)";1;3868320;5439646;74;0.632;0.922;-2.173;0.0794;0.00558;0.0927;88.972;137747;0.497
"495";"La Curiosidad";38;1650912;5198514;82;0.845;0.677;-4.798;0.136;0.269;0.108;90.013;219048;0.68
"496";"All We Got (feat. KIDDO)";12;2786366;5156937;74;0.504;0.76;-4.246;0.0426;0.286;0.151;183.933;190218;0.64
"497";"Say So";60;8671649;5103528;82;0.787;0.673;-4.583;0.159;0.264;0.0904;110.962;237893;0.779
"498";"Hope";9;29566516;5085527;84;0.592;0.457;-6.081;0.0603;0.661;0.146;146.04;110886;0.225
"499";"The Less I Know The Better";46;5064200;5084635;84;0.64;0.74;-4.083;0.0284;0.0115;0.167;116.879;216320;0.785
"500";"I Feel It Coming";6;35340069;5079857;80;0.773;0.819;-5.946;0.118;0.428;0.0679;92.987;269187;0.585
"501";"Mood Swings (feat. Lil Tjay)";37;6852509;5068349;82;0.48;0.602;-6.335;0.368;0.487;0.0848;179.798;213333;0.269
"502";"Someone To You";26;419151;5054881;79;0.52;0.903;-5.497;0.042;0.00517;0.254;74.988;219801;0.652
"503";"To the Bone";1;1643882;5052557;81;0.668;0.727;-6.55;0.027;0.514;0.1;139.991;344571;0.939
"504";"How You Like That";38;23848461;5023592;79;0.812;0.761;-5.222;0.0812;0.0465;0.0601;130.032;182956;0.344
"505";"LOST";1;5831194;5013851;66;0.637;0.912;-3.123;0.308;0.352;0.0657;116.919;234852;0.451
"506";"VOCE";1;1251372;5510906;0;0.615;0.834;-5.471;0.0667;0.105;0.157;112.602;211411;0.341
"507";"AP - Music from the film Boogie";2;6852509;5462333;75;0.751;0.744;-6.859;0.177;0.152;0.252;148.014;171892;0.634
"508";"Life's A Mess II (with Clever & Post Malone)";1;19102888;5393459;72;0.53;0.37;-9.989;0.0279;0.806;0.112;140.061;206734;0.701
"509";"CHIAMAMI PER NOME";1;568711;5321946;67;0.641;0.636;-4.318;0.0414;0.289;0.125;89.826;222667;0.285
"510";"Antes";7;18306226;5232377;73;0.817;0.737;-5.453;0.102;0.046;0.092;93.985;206587;0.67
"511";"Mona Lisa";1;2161609;5208787;72;0.784;0.529;-7.681;0.0742;0.683;0.118;134.041;187362;0.246
"512";"Real As It Gets (feat. EST Gee)";1;7816213;5170861;74;0.779;0.705;-5.891;0.163;0.00471;0.0971;140.005;192804;0.196
"513";"Se Te Nota (with Guaynaa)";25;786461;5168240;77;0.905;0.686;-3.152;0.0664;0.0907;0.266;103.013;155825;0.963
"514";"Head Shoulders Knees & Toes (feat. Norma Jean Martine)";26;432511;5093408;79;0.798;0.828;-5.36;0.193;0.0247;0.121;124.962;156960;0.6
"515";"Star Shopping";23;7535054;5073657;82;0.585;0.471;-9.934;0.0616;0.0967;0.115;93.099;142000;0.323
"516";"Electric Love";26;1027085;5060903;83;0.611;0.797;-7.627;0.0533;0.00543;0.26;120.041;218107;0.518
"517";"Maniac";28;3799104;5044929;82;0.628;0.639;-5.46;0.0435;0.00162;0.354;108.045;185773;0.493
"518";"Only Wanna Be With You - Pokémon 25 Version";1;33663701;7464020;72;0.47;0.709;-4.563;0.0299;0.00124;0.302;98.036;241360;0.247
"519";"test drive";2;67208170;6591829;71;0.698;0.708;-4.943;0.0454;0.0251;0.124;115.036;122174;0.322
"520";"Tú Me Dejaste De Querer";12;1453875;5874460;75;0.823;0.723;-4.778;0.229;0.311;0.0998;83.97;198493;0.505
"521";"SO DONE";19;2238190;5440707;74;0.719;0.598;-6.254;0.077;0.232;0.115;142.592;126521;0.303
"522";"Jeans";27;2897862;5145966;75;0.807;0.656;-4.395;0.105;0.0165;0.0693;83.943;185840;0.89
"523";"ROXANNE";61;621200;5124742;82;0.621;0.601;-5.616;0.148;0.0522;0.46;116.735;163636;0.457
"524";"rockstar (feat. 21 Savage)";53;33663701;5115990;83;0.585;0.52;-6.136;0.0712;0.124;0.131;159.801;218147;0.129
"525";"Párteme La Cara";1;1453875;5079580;70;0.761;0.296;-10.22;0.0484;0.551;0.134;127.938;167867;0.579
"526";"Without Me";57;15663384;5016283;79;0.752;0.488;-7.05;0.0705;0.297;0.0936;136.041;201661;0.533
"527";"BOOKER T";12;36177712;4995965;77;0.883;0.6;-7.188;0.37;0.114;0.0931;113.903;156430;0.691
"528";"Intentions (feat. Quavo)";53;48544923;4994138;77;0.806;0.546;-6.637;0.0575;0.3;0.102;147.986;212867;0.874
"529";"Sofia";22;2722638;4982892;81;0.744;0.619;-9.805;0.039;0.598;0.231;112.997;188387;0.641
"530";"Photograph";9;83337783;4974880;83;0.614;0.379;-10.48;0.0476;0.607;0.0986;107.989;258987;0.201
"531";"34+35 Remix (feat. Doja Cat. Megan Thee Stallion) - Remix";5;NA;6162453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"532";"Madonna";1;961181;5936752;68;0.806;0.565;-8.96;0.113;0.47;0.0824;116.963;195734;0.311
"533";"CLOUDS";1;5831194;5897983;69;0.793;0.65;-3.944;0.397;0.371;0.854;128.111;243750;0.809
"534";"Wonder";21;1251372;5535339;0;0.333;0.637;-4.904;0.0581;0.131;0.149;139.898;172693;0.132
"535";"Skin";5;3689546;5497942;76;0.557;0.457;-5.372;0.0335;0.428;0.0567;105.918;177500;0.328
"536";"Tyler Herro";17;1053324;5168107;76;0.794;0.756;-7.16;0.136;0.11;0.247;123.066;156498;0.775
"537";"Remember That Night?";5;251549;5116325;78;0.679;0.61;-10.936;0.0305;0.585;0.156;123.978;227186;0.554
"538";"Lifestyle (feat. Adam Levine)";3;9778632;5059891;78;0.749;0.674;-5.128;0.0366;0.0209;0.169;123.055;153865;0.711
"539";"Fly Away";7;2820477;5053713;79;0.806;0.513;-6.208;0.0685;0.217;0.217;124.988;178157;0.503
"540";"Despeinada";25;29238936;5004462;75;0.734;0.775;-3.855;0.0614;0.186;0.123;166.039;224187;0.72
"541";"motive (with Doja Cat)";5;67208170;4986037;80;0.789;0.742;-5.664;0.0652;0.0681;0.166;116.965;167990;0.661
"542";"I Don't Care (with Justin Bieber)";57;83337783;4984399;80;0.798;0.675;-5.041;0.0442;0.0912;0.0894;101.956;219947;0.842
"543";"Ay. DiOs Mío!";32;1251372;5344862;0;0.715;0.706;-4.423;0.195;0.496;0.106;179.997;189840;0.522
"544";"Nathy Peluso: Bzrp Music Sessions. Vol. 36";11;3134041;5232509;77;0.65;0.655;-3.71;0.405;0.25;0.0691;94.059;171215;0.735
"545";"Hawái - Remix";15;26784251;5163323;77;0.766;0.788;-3.128;0.312;0.105;0.142;179.984;200482;0.609
"546";"Tattoo - Remix with Camilo";32;6096559;5120753;78;0.848;0.637;-5.132;0.156;0.0413;0.0521;96.988;222680;0.698
"547";"Meia Noite (Você tem meu Whatsapp)";7;1200248;5044252;67;0.709;0.816;-4.787;0.0346;0.685;0.146;150.06;237900;0.921
"548";"Moonlight";42;29566516;5003825;83;0.921;0.537;-5.723;0.0804;0.556;0.102;128.009;135090;0.711
"549";"Thinking out Loud";6;83337783;4995623;82;0.781;0.445;-6.061;0.0295;0.474;0.184;78.998;281560;0.591
"550";"Toosie Slide";46;56327031;4966878;78;0.834;0.454;-9.75;0.201;0.321;0.114;81.618;247059;0.837
"551";"Earned It (Fifty Shades Of Grey)";2;35340069;4929647;69;0.659;0.291;-8.275;0.0348;0.405;0.0771;119.829;277680;0.406
"552";"ily (i love you baby) (feat. Emilee)";46;132855;4908929;81;0.674;0.774;-7.567;0.0892;0.0686;0.393;112.05;176547;0.33
"553";"Wonderwall";1;6478565;4902737;78;0.375;0.893;-4.097;0.0406;0.000509;0.187;174.323;258773;0.434
"554";"Everybody Dies In Their Nightmares";7;29566516;4847224;83;0.734;0.57;-7.066;0.133;0.847;0.112;129.953;95467;0.689
"555";"Bad Boy (with Young Thug)";4;19102888;6011642;76;0.697;0.674;-6.326;0.0533;0.00215;0.138;81.535;157355;0.198
"556";"Lo Vas A Olvidar (with ROSALÍA)";3;47061119;5963380;68;0.343;0.243;-14.66;0.0777;0.721;0.0668;135.154;203464;0.032
"557";"Floating Through Space";1;20528724;5579697;78;0.575;0.844;-4.89;0.072;0.00172;0.114;104.914;177801;0.277
"558";"Can't Feel My Face";1;35340069;5479407;80;0.705;0.769;-5.526;0.0425;0.113;0.105;107.949;213520;0.583
"559";"You (with Marshmello & Vance Joy)";2;804613;5342938;73;0.668;0.563;-6.433;0.0522;0.0493;0.119;103.116;169632;0.305
"560";"Call Out My Name";3;35340069;5233359;80;0.461;0.593;-4.954;0.0356;0.17;0.307;134.17;228373;0.175
"561";"Midnight Sky";26;15778531;5208100;76;0.705;0.814;-5.466;0.0346;0.00115;0.203;110;223279;0.259
"562";"Pressure (feat. Tove Lo)";1;14921269;5197587;76;0.859;0.558;-8.991;0.0902;0.659;0.124;114.978;144391;0.357
"563";"Can You Feel My Heart";4;3912138;5092250;77;0.15;0.859;-2.827;0.0595;0.00201;0.387;170.527;228147;0.354
"564";"Agua de Jamaica";2;26784251;5072462;75;0.664;0.665;-3.616;0.0879;0.123;0.411;173.961;176970;0.726
"565";"Mds";3;444736;5046418;72;0.885;0.561;-5.331;0.249;0.261;0.121;140.02;125143;0.644
"566";"Heartless";23;35340069;4995578;77;0.537;0.746;-5.507;0.15;0.0236;0.156;170.062;198267;0.252
"567";"pov";15;67208170;4906738;79;0.487;0.534;-5.664;0.0555;0.36;0.1;131.798;201882;0.173
"568";"Be Alright";49;1692635;4900492;80;0.553;0.586;-6.319;0.0362;0.697;0.0813;126.684;196373;0.443
"569";"Cry Baby (feat. DaBaby)";3;4794212;4884711;76;0.957;0.437;-7.882;0.359;0.00402;0.219;130.058;137984;0.616
"570";"Mi Cuarto";25;149682;4873380;76;0.854;0.525;-4.426;0.214;0.819;0.146;97.054;197587;0.63
"571";"Ohne Dich";3;197320;5487774;70;0.807;0.535;-6.519;0.349;0.191;0.125;156.013;125720;0.925
"572";"Gravity (feat. Tyler. The Creator)";1;1726216;5136895;76;0.539;0.615;-8.746;0.252;0.173;0.144;163.924;214693;0.493
"573";"Vibez";4;16655692;5071718;69;0.635;0.659;-7.499;0.116;0.242;0.105;96.855;163127;0.34
"574";"All I Want - From ""High School Musical: The Musical: The Series""";12;6313514;5052801;76;0.376;0.43;-6.585;0.0328;0.0902;0.0912;77.599;177323;0.129
"575";"Daisy";20;1248499;5030670;76;0.834;0.663;-6.143;0.133;0.235;0.372;121.876;146523;0.774
"576";"Wasted On You";4;2147875;4948563;76;0.505;0.657;-5.24;0.0318;0.373;0.126;196;178520;0.252
"577";"La Jeepeta - Remix";38;2127531;4942545;75;0.815;0.715;-4.65;0.207;0.3;0.091;176.007;345241;0.786
"578";"Los Dioses";1;18306226;5929507;73;0.817;0.737;-5.453;0.102;0.046;0.092;93.985;206587;0.67
"579";"Si Me Tomo Una Cerveza";9;114348;5427534;74;0.72;0.613;-6.899;0.0572;0.185;0.155;84.974;182199;0.857
"580";"Somebody’s Problem";4;2147875;5332437;70;0.657;0.54;-7.675;0.0287;0.662;0.123;136.97;161773;0.625
"581";"De Una Vez";2;28931149;5186567;70;0.659;0.479;-6.79;0.2;0.152;0.268;163.882;155956;0.0395
"582";"Way Out (feat. Big Sean)";7;1053324;4962949;72;0.945;0.582;-8.357;0.0719;0.114;0.103;108.025;168906;0.907
"583";"Diamonds";17;17097317;4931163;77;0.653;0.667;-6.764;0.0423;0.154;0.107;104.181;213869;0.556
"584";"Dancing in My Room";3;211500;4914093;79;0.98;0.413;-11.052;0.101;0.671;0.17;119.993;180139;0.764
"585";"De Cora <3";8;6096559;4864544;73;0.811;0.683;-2.028;0.241;0.46;0.128;176.037;190101;0.571
"586";"champagne problems";7;42227614;4848954;75;0.462;0.24;-12.077;0.0377;0.92;0.113;171.319;244000;0.32
"587";"Go Crazy";35;14073083;4833081;80;0.755;0.578;-8.932;0.145;0.316;0.25;94.148;176960;0.581
"588";"Reminds Me Of You";6;19102888;5942551;75;0.613;0.631;-6.965;0.12;0.0663;0.169;149.992;158033;0.33
"589";"Don't Play";1;8153871;5119828;73;0.695;0.784;-6.564;0.0402;0.0889;0.0843;128.031;188581;0.52
"590";"MODO TURBO";4;1251372;4983557;1;0.655;0.726;-7.628;0.0796;0.334;0.232;160.064;150260;0.766
"591";"Buss It";1;41551;4915403;72;0.956;0.502;-5.995;0.213;0.0593;0.238;110.003;187000;0.795
"592";"Kings & Queens";39;3916979;4855690;82;0.637;0.69;-4.057;0.0405;0.00786;0.124;129.857;162399;0.457
"593";"Lovesick Girls";15;23848461;4796365;75;0.654;0.707;-5.661;0.0664;0.00559;0.0873;127.97;194765;0.448
"594";"Caramelo";31;29238936;4790233;74;0.728;0.806;-3.766;0.0623;0.0531;0.153;168.084;217547;0.698
"595";"Deep End";13;411262;5622565;72;0.868;0.479;-6.687;0.445;0.703;0.102;133.928;115200;0.776
"596";"Sand In My Boots";1;2147875;5446609;75;0.403;0.537;-6.628;0.031;0.59;0.112;69.877;202133;0.414
"597";"865";1;2147875;5160123;70;0.532;0.584;-5.254;0.0248;0.723;0.101;88.003;190680;0.367
"598";"7 Summers";5;2147875;5064504;73;0.466;0.786;-5.13;0.0328;0.417;0.125;203.903;210507;0.571
"599";"HACIENDO QUE ME AMAS";7;36177712;4935633;78;0.584;0.411;-7.147;0.0838;0.869;0.0955;169.934;217769;0.412
"600";"La Luz";10;8766508;4906324;70;0.665;0.697;-4.819;0.154;0.427;0.599;94.053;216747;0.556
"601";"The Woo (feat. 50 Cent & Roddy Ricch)";25;6852509;4892682;79;0.49;0.618;-5.655;0.104;0.0221;0.259;99.7;201600;0.286
"602";"More Than My Hometown";1;2147875;4879971;75;0.62;0.869;-5.479;0.0462;0.615;0.131;126.019;216573;0.597
"603";"Warning";1;2147875;4860714;68;0.633;0.664;-5.037;0.0294;0.46;0.108;115.058;156747;0.268
"604";"Recairei - Ao Vivo";10;4281787;4815342;69;0.582;0.937;-2.118;0.0858;0.449;0.684;168.096;166838;0.939
"605";"Ice Cream (with Selena Gomez)";19;23848461;4812765;71;0.79;0.701;-4.81;0.365;0.0317;0.0311;159.972;177813;0.91
"606";"Be Kind (with Halsey)";32;31552500;4790427;80;0.63;0.633;-7.088;0.0457;0.00776;0.0541;93.995;172762;0.452
"607";"Fever";8;27167675;4769618;73;0.868;0.693;-7.052;0.181;0.0597;0.106;114.999;156911;0.396
"608";"Angst";2;1674348;5317174;67;0.599;0.79;-4.352;0.386;0.0213;0.0778;100.119;201501;0.528
"609";"no body. no crime (feat. HAIM)";4;42227614;4986214;68;0.546;0.613;-7.589;0.0264;0.418;0.103;79.015;215627;0.535
"610";"Sunday Best";44;724903;4858392;80;0.878;0.525;-6.832;0.0578;0.183;0.0714;112.022;158571;0.694
"611";"Amor ou o Litrão";2;14122;4848222;66;0.934;0.707;-4.214;0.0646;0.437;0.0628;138.023;173913;0.961
"612";"Happier";46;31552500;4655272;82;0.687;0.792;-2.749;0.0452;0.191;0.167;100.015;214290;0.671
"613";"Don't Stop Me Now - Remastered 2011";13;35910149;4630572;74;0.563;0.865;-5.277;0.16;0.0472;0.77;156.271;209413;0.601
"614";"Azul";39;29067437;4606011;77;0.843;0.836;-2.474;0.0695;0.0816;0.0532;94.018;205933;0.65
"615";"Basta Você Me Ligar - Ao Vivo";2;4281787;4580123;68;0.599;0.914;-2.415;0.0629;0.5;0.694;168.008;182977;0.831
"616";"Tequila Shots";4;5002317;4540781;74;0.712;0.556;-7.214;0.0531;0.084;0.527;90.494;193293;0.22
"617";"Lose Control";45;441714;4516053;82;0.598;0.526;-8.659;0.0415;0.129;0.14;123.935;168387;0.529
"618";"I CAN'T STOP ME";8;9998991;4504304;76;0.657;0.88;-3.672;0.102;0.121;0.463;150.084;205493;0.769
"619";"E-GIRLS ARE RUINING MY LIFE!";5;1777797;4488125;77;0.614;0.937;-7.443;0.115;0.00161;0.103;84.98;105176;0.386
"620";"All I Want for Christmas Is You";10;6931357;23235257;65;0.336;0.627;-7.463;0.0384;0.164;0.0708;150.273;241107;0.35
"621";"Last Christmas";8;1631876;20709328;63;0.735;0.478;-12.472;0.0293;0.189;0.355;107.682;262960;0.947
"622";"Santa Tell Me";7;67208170;16657592;61;0.525;0.621;-7.364;0.116;0.0489;0.294;191.9;204093;0.591
"623";"Rockin' Around The Christmas Tree";7;222627;16613649;58;0.589;0.472;-8.749;0.0502;0.614;0.505;67.196;126267;0.898
"624";"Jingle Bell Rock";7;20637;16527404;56;0.754;0.424;-8.463;0.0363;0.643;0.0652;119.705;130973;0.806
"625";"It's Beginning to Look a Lot like Christmas";7;4702232;15424001;55;0.339;0.214;-11.714;0.0375;0.908;0.341;94.775;206640;0.363
"626";"It's the Most Wonderful Time of the Year";7;369548;14582001;55;0.24;0.598;-8.435;0.0369;0.766;0.117;201.629;151933;0.776
"627";"Underneath the Tree";7;7869617;12266990;49;0.509;0.812;-5.439;0.0537;0.00128;0.214;159.878;229640;0.689
"628";"Feliz Navidad";6;239129;11664490;49;0.513;0.831;-9.004;0.0383;0.55;0.336;148.837;182067;0.963
"629";"Let It Snow! Let It Snow! Let It Snow!";6;1139096;10884855;54;0.451;0.24;-14.014;0.0351;0.912;0.175;134.009;117147;0.701
"630";"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)";6;4953667;10787165;53;0.652;0.259;-13.336;0.0595;0.903;0.362;142.169;155453;0.836
"631";"Mistletoe";6;48544923;10609206;59;0.657;0.56;-9.049;0.0467;0.498;0.0794;161.993;182947;0.854
"632";"Sleigh Ride";6;1251372;10508459;50;0.529;0.772;-7.013;0.0287;0.403;0.316;91.751;181267;0.853
"633";"Do They Know It's Christmas? - 1984 Version";6;4883;10476212;51;0.599;0.642;-6.936;0.0363;0.164;0.0992;115.412;222533;0.349
"634";"Wonderful Christmastime - Edited Version / Remastered 2011";4;3609658;9882989;51;0.774;0.511;-8.914;0.0319;0.322;0.0672;94.736;227653;0.771
"635";"Holly Jolly Christmas";6;4702232;9852792;48;0.647;0.465;-8.308;0.0428;0.865;0.0882;151.251;119787;0.699
"636";"Happy Xmas (War Is Over) - Remastered 2010";5;4313100;9509781;53;0.321;0.64;-10.023;0.0324;0.28;0.718;146.172;214333;0.414
"637";"Driving Home for Christmas - 2019 Remaster";6;NA;8804531;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"638";"The Christmas Song (Merry Christmas To You)";5;1634288;8478518;53;0.319;0.21;-15.231;0.0341;0.92;0.138;78.696;192160;0.209
"639";"White Christmas";5;359973;7045348;51;0.317;0.158;-16.485;0.0381;0.673;0.338;130.503;177480;0.247
"640";"Slay3r";1;4958353;6912271;63;0.885;0.661;-5.062;0.141;0.165;0.334;140.028;164591;0.436
"641";"A Holly Jolly Christmas - Single Version";5;58479;6716353;49;0.683;0.375;-13.056;0.0303;0.579;0.076;140.467;135533;0.888
"642";"Fairytale of New York (feat. Kirsty MacColl)";5;382997;6404964;55;0.271;0.551;-7.48;0.0457;0.582;0.256;78.111;272467;0.428
"643";"Merry Christmas Everyone";5;99249;6052105;47;0.534;0.904;-3.315;0.0369;0.129;0.128;202.899;220160;0.96
"644";"Blue Christmas";4;5698788;6007011;49;0.465;0.27;-16.661;0.0425;0.9;0.145;94.518;129173;0.58
"645";"Run Rudolph Run - Single Version";4;1251372;5802508;0;0.647;0.876;-5.662;0.185;0.881;0.26;151.925;162897;0.949
